"date","consumption","temp","season"
1993-08-29,99,71,"summer"
1993-08-30,112,79,"summer"
1993-08-31,120,64,"summer"
1993-09-01,88,64.5,"summer"
1993-09-02,109,67,"summer"
1993-09-03,91,66,"summer"
1993-09-04,114,64,"summer"
1993-09-05,92,67,"summer"
1993-09-06,110,59.5,"summer"
1993-09-07,125,62.5,"summer"
1993-09-08,108,64,"summer"
1993-09-09,101,64.5,"summer"
1993-09-10,100,55.5,"summer"
1993-09-11,128,55,"summer"
1993-09-12,109,70.5,"summer"
1993-09-13,117,73.5,"summer"
1993-09-14,103,62,"summer"
1993-09-15,110,53,"summer"
1993-09-16,102,55,"summer"
1993-09-17,133,60.5,"summer"
1993-09-18,124,59.5,"summer"
1993-09-19,116,59,"summer"
1993-09-20,111,61,"summer"
1993-09-21,120,57,"summer"
1993-09-22,113,65,"summer"
1993-09-23,99,54.5,"summer"
1993-09-24,129,53.5,"summer"
1993-09-25,105,56.5,"summer"
1993-09-26,117,59,"summer"
1993-09-27,110,49.5,"summer"
1993-09-28,112,51.5,"summer"
1993-09-29,122,46.5,"summer"
1993-09-30,119,46.5,"summer"
1993-10-01,116,56.5,"autumn"
1993-10-02,141,45,"autumn"
1993-10-03,132,52,"autumn"
1993-10-04,118,50.5,"autumn"
1993-10-05,125,49,"autumn"
1993-10-06,128,61,"autumn"
1993-10-07,142,70,"autumn"
1993-10-08,107,62.5,"autumn"
1993-10-09,116,40.5,"autumn"
1993-10-10,112,41.5,"autumn"
1993-10-11,112,44.5,"autumn"
1993-10-12,116,46.5,"autumn"
1993-10-13,129,40.5,"autumn"
1993-10-14,133,50.5,"autumn"
1993-10-15,127,61,"autumn"
1993-10-16,113,58,"autumn"
1993-10-17,121,52.5,"autumn"
1993-10-18,108,49.5,"autumn"
1993-10-19,119,55.5,"autumn"
1993-10-20,105,55,"autumn"
1993-10-21,128,46.5,"autumn"
1993-10-22,105,45.5,"autumn"
1993-10-23,125,53,"autumn"
1993-10-24,104,58.5,"autumn"
1993-10-25,120,57,"autumn"
1993-10-26,132,54,"autumn"
1993-10-27,107,40.5,"autumn"
1993-10-28,121,46,"autumn"
1993-10-29,120,35,"autumn"
1993-10-30,111,34.5,"autumn"
1993-10-31,133,33.5,"autumn"
1993-11-01,119,35.5,"autumn"
1993-11-02,135,41.5,"autumn"
1993-11-03,108,45,"autumn"
1993-11-04,107,51.5,"autumn"
1993-11-05,120,39,"autumn"
1993-11-06,128,27,"autumn"
1993-11-07,104,28.5,"autumn"
1993-11-08,115,38.5,"autumn"
1993-11-09,112,39,"autumn"
1993-11-10,102,40,"autumn"
1993-11-11,120,46,"autumn"
1993-11-12,116,41,"autumn"
1993-11-13,128,54.5,"autumn"
1993-11-14,118,44.5,"autumn"
1993-11-15,104,41,"autumn"
1993-11-16,102,40.5,"autumn"
1993-11-17,119,37.5,"autumn"
1993-11-18,119,37.5,"autumn"
1993-11-19,113,39,"autumn"
1993-11-20,109,31.5,"autumn"
1993-11-21,111,43.5,"autumn"
1993-11-22,111,45.5,"autumn"
1993-11-23,121,46.5,"autumn"
1993-11-24,126,42.5,"autumn"
1993-11-25,107,39.5,"autumn"
1993-11-26,121,31.5,"autumn"
1993-11-27,129,25.5,"autumn"
1993-11-28,103,31,"autumn"
1993-11-29,115,27,"autumn"
1993-11-30,107,29.5,"autumn"
1993-12-01,143,36.5,"autumn"
1993-12-02,109,41.5,"autumn"
1993-12-03,122,36,"autumn"
1993-12-04,143,39,"autumn"
1993-12-05,137,37,"autumn"
1993-12-06,122,34.5,"autumn"
1993-12-07,134,30.5,"autumn"
1993-12-08,123,34,"autumn"
1993-12-09,132,42,"autumn"
1993-12-10,108,37.5,"autumn"
1993-12-11,124,25.5,"autumn"
1993-12-12,121,30.5,"autumn"
1993-12-13,131,41,"autumn"
1993-12-14,114,41,"autumn"
1993-12-15,120,42.5,"autumn"
1993-12-16,112,36.5,"autumn"
1993-12-17,106,38.5,"autumn"
1993-12-18,133,38,"autumn"
1993-12-19,119,35,"autumn"
1993-12-20,130,32.5,"autumn"
1993-12-21,104,27,"autumn"
1993-12-22,136,24.5,"autumn"
1993-12-23,103,21.5,"autumn"
1993-12-24,118,15,"autumn"
1993-12-25,139,11.5,"autumn"
1993-12-26,123,9,"autumn"
1993-12-27,150,13.5,"autumn"
1993-12-28,125,13.5,"autumn"
1993-12-29,139,16.5,"autumn"
1993-12-30,148,14,"autumn"
1993-12-31,101,32,"autumn"
1994-01-01,142,35,"winter"
1994-01-02,136,30,"winter"
1994-01-03,124,29.5,"winter"
1994-01-04,136,26,"winter"
1994-01-05,146,18.5,"winter"
1994-01-06,139,29.5,"winter"
1994-01-07,125,12,"winter"
1994-01-08,168,1,"winter"
1994-01-09,128,8,"winter"
1994-01-10,139,26,"winter"
1994-01-11,138,28.5,"winter"
1994-01-12,125,25.5,"winter"
1994-01-13,114,13.5,"winter"
1994-01-14,137,-4,"winter"
1994-01-15,135,-10.5,"winter"
1994-01-16,153,-3.5,"winter"
1994-01-17,143,-0.5,"winter"
1994-01-18,140,-16,"winter"
1994-01-19,144,-8,"winter"
1994-01-20,121,2.5,"winter"
1994-01-21,154,8,"winter"
1994-01-22,145,24.5,"winter"
1994-01-23,129,36,"winter"
1994-01-24,133,34,"winter"
1994-01-25,134,31,"winter"
1994-01-26,117,23.5,"winter"
1994-01-27,131,26.5,"winter"
1994-01-28,145,29,"winter"
1994-01-29,134,23,"winter"
1994-01-30,110,16,"winter"
1994-01-31,117,3.5,"winter"
1994-02-01,113,1.5,"winter"
1994-02-02,125,17,"winter"
1994-02-03,115,9.5,"winter"
1994-02-04,133,15.5,"winter"
1994-02-05,135,19.5,"winter"
1994-02-06,138,23,"winter"
1994-02-07,125,11.5,"winter"
1994-02-08,146,15.5,"winter"
1994-02-09,150,6.5,"winter"
1994-02-10,128,6,"winter"
1994-02-11,162,12.5,"winter"
1994-02-12,117,21,"winter"
1994-02-13,154,20.5,"winter"
1994-02-14,106,29.5,"winter"
1994-02-15,141,33.5,"winter"
1994-02-16,126,29,"winter"
1994-02-17,109,42.5,"winter"
1994-02-18,131,47,"winter"
1994-02-19,142,55.5,"winter"
1994-02-20,119,46,"winter"
1994-02-21,132,33,"winter"
1994-02-22,101,27,"winter"
1994-02-23,143,22.5,"winter"
1994-02-24,111,15.5,"winter"
1994-02-25,123,19.5,"winter"
1994-02-26,110,11,"winter"
1994-02-27,130,13,"winter"
1994-02-28,111,25,"winter"
1994-03-01,142,26,"winter"
1994-03-02,102,23.5,"winter"
1994-03-03,127,30.5,"winter"
1994-03-04,124,43,"winter"
1994-03-05,128,40,"winter"
1994-03-06,121,48.5,"winter"
1994-03-07,129,40.5,"winter"
1994-03-08,103,31,"winter"
1994-03-09,130,29,"winter"
1994-03-10,107,29.5,"winter"
1994-03-11,121,29.5,"winter"
1994-03-12,119,44,"winter"
1994-03-13,119,40,"winter"
1994-03-14,107,41.5,"winter"
1994-03-15,102,38.5,"winter"
1994-03-16,111,29,"winter"
1994-03-17,104,29.5,"winter"
1994-03-18,139,34,"winter"
1994-03-19,106,38,"winter"
1994-03-20,111,49.5,"winter"
1994-03-21,116,48,"winter"
1994-03-22,113,53.5,"winter"
1994-03-23,115,61,"winter"
1994-03-24,125,49,"winter"
1994-03-25,118,36.5,"winter"
1994-03-26,91,39,"winter"
1994-03-27,99,43,"winter"
1994-03-28,138,38,"winter"
1994-03-29,121,36,"winter"
1994-03-30,104,33.5,"winter"
1994-03-31,116,40,"winter"
1994-04-01,116,51.5,"spring"
1994-04-02,120,55,"spring"
1994-04-03,111,42,"spring"
1994-04-04,115,47,"spring"
1994-04-05,128,40.5,"spring"
1994-04-06,119,31,"spring"
1994-04-07,109,36.5,"spring"
1994-04-08,135,47.5,"spring"
1994-04-09,136,57.5,"spring"
1994-04-10,98,46,"spring"
1994-04-11,114,43.5,"spring"
1994-04-12,129,48.5,"spring"
1994-04-13,125,46.5,"spring"
1994-04-14,124,57,"spring"
1994-04-15,127,57.5,"spring"
1994-04-16,129,52.5,"spring"
1994-04-17,107,55.5,"spring"
1994-04-18,140,67.5,"spring"
1994-04-19,117,58,"spring"
1994-04-20,108,51,"spring"
1994-04-21,140,48.5,"spring"
1994-04-22,100,45.5,"spring"
1994-04-23,127,53,"spring"
1994-04-24,128,68.5,"spring"
1994-04-25,124,71,"spring"
1994-04-26,118,75,"spring"
1994-04-27,100,53.5,"spring"
1994-04-28,100,41.5,"spring"
1994-04-29,109,47.5,"spring"
1994-04-30,100,38.5,"spring"
1994-05-01,92,45.5,"spring"
1994-05-02,133,51,"spring"
1994-05-03,117,49,"spring"
1994-05-04,115,51,"spring"
1994-05-05,123,57.5,"spring"
1994-05-06,90,45.5,"spring"
1994-05-07,122,46,"spring"
1994-05-08,134,53.5,"spring"
1994-05-09,122,61.5,"spring"
1994-05-10,112,56.5,"spring"
1994-05-11,114,62.5,"spring"
1994-05-12,114,52,"spring"
1994-05-13,117,59.5,"spring"
1994-05-14,126,60.5,"spring"
1994-05-15,106,62.5,"spring"
1994-05-16,115,50.5,"spring"
1994-05-17,102,48.5,"spring"
1994-05-18,107,50.5,"spring"
1994-05-19,115,54,"spring"
1994-05-20,109,59.5,"spring"
1994-05-21,107,68,"spring"
1994-05-22,104,73,"spring"
1994-05-23,104,68.5,"spring"
1994-05-24,124,66.5,"spring"
1994-05-25,120,65.5,"spring"
1994-05-26,124,49,"spring"
1994-05-27,108,51,"spring"
1994-05-28,123,63,"spring"
1994-05-29,98,69.5,"spring"
1994-05-30,109,77,"spring"
1994-05-31,122,75,"spring"
1994-06-01,118,56,"spring"
1994-06-02,105,55,"spring"
1994-06-03,107,57,"spring"
1994-06-04,111,61,"spring"
1994-06-05,113,71,"spring"
1994-06-06,117,77,"spring"
1994-06-07,114,68.5,"spring"
1994-06-08,111,55.5,"spring"
1994-06-09,119,56,"spring"
1994-06-10,117,61.5,"spring"
1994-06-11,120,67,"spring"
1994-06-12,98,72.5,"spring"
1994-06-13,134,78,"spring"
1994-06-14,110,80,"spring"
1994-06-15,107,86,"spring"
1994-06-16,117,84,"spring"
1994-06-17,122,81.5,"spring"
1994-06-18,125,82,"spring"
1994-06-19,141,75.5,"spring"
1994-06-20,124,78,"spring"
1994-06-21,114,74,"spring"
1994-06-22,107,73.5,"spring"
1994-06-23,116,67.5,"spring"
1994-06-24,112,63.5,"spring"
1994-06-25,117,70.5,"spring"
1994-06-26,92,68.5,"spring"
1994-06-27,103,69.5,"spring"
1994-06-28,119,74.5,"spring"
1994-06-29,122,70.5,"spring"
1994-06-30,111,70,"spring"
1994-07-01,107,77,"summer"
1994-07-02,103,63.5,"summer"
1994-07-03,90,66.5,"summer"
1994-07-04,115,82,"summer"
1994-07-05,129,85.5,"summer"
1994-07-06,109,82.5,"summer"
1994-07-07,117,79.5,"summer"
1994-07-08,106,74,"summer"
1994-07-09,113,66.5,"summer"
1994-07-10,87,66,"summer"
1994-07-11,115,69.5,"summer"
1994-07-12,103,81,"summer"
1994-07-13,109,66.5,"summer"
1994-07-14,110,73.5,"summer"
1994-07-15,119,74,"summer"
1994-07-16,93,73.5,"summer"
1994-07-17,87,76,"summer"
1994-07-18,98,75,"summer"
1994-07-19,93,77,"summer"
1994-07-20,109,79.5,"summer"
1994-07-21,116,74.5,"summer"
1994-07-22,97,72.5,"summer"
1994-07-23,115,75.5,"summer"
1994-07-24,101,74.5,"summer"
1994-07-25,100,72.5,"summer"
1994-07-26,91,66,"summer"
1994-07-27,108,67.5,"summer"
1994-07-28,107,66,"summer"
1994-07-29,113,67.5,"summer"
1994-07-30,119,70,"summer"
1994-07-31,95,75,"summer"
1994-08-01,128,77,"summer"
1994-08-02,82,69,"summer"
1994-08-03,109,71.5,"summer"
1994-08-04,102,69.5,"summer"
1994-08-05,105,59,"summer"
1994-08-06,85,60,"summer"
1994-08-07,100,65,"summer"
1994-08-08,103,74,"summer"
1994-08-09,122,58.5,"summer"
1994-08-10,117,61,"summer"
1994-08-11,135,63.5,"summer"
1994-08-12,110,65.5,"summer"
1994-08-13,121,75,"summer"
1994-08-14,117,64.5,"summer"
1994-08-15,107,66.5,"summer"
1994-08-16,124,66.5,"summer"
1994-08-17,115,70,"summer"
1994-08-18,117,71,"summer"
1994-08-19,139,77,"summer"
1994-08-20,116,70,"summer"
1994-08-21,102,66,"summer"
1994-08-22,115,68,"summer"
1994-08-23,125,69.5,"summer"
1994-08-24,119,77.5,"summer"
1994-08-25,116,78.5,"summer"
1994-08-26,102,76.5,"summer"
1994-08-27,93,77,"summer"
1994-08-28,100,67.5,"summer"
1994-08-29,93,66,"summer"
1994-08-30,108,64,"summer"
1994-08-31,99,61.5,"summer"
1994-09-01,104,59,"summer"
1994-09-02,119,59,"summer"
1994-09-03,99,62,"summer"
1994-09-04,104,59.5,"summer"
1994-09-05,101,61.5,"summer"
1994-09-06,105,67,"summer"
1994-09-07,109,65,"summer"
1994-09-08,99,69.5,"summer"
1994-09-09,130,72,"summer"
1994-09-10,99,76.5,"summer"
1994-09-11,130,74.5,"summer"
1994-09-12,117,75.5,"summer"
1994-09-13,112,77,"summer"
1994-09-14,106,81,"summer"
1994-09-15,133,80.5,"summer"
1994-09-16,106,74,"summer"
1994-09-17,100,65.5,"summer"
1994-09-18,108,67,"summer"
1994-09-19,111,70,"summer"
1994-09-20,109,71.5,"summer"
1994-09-21,98,71,"summer"
1994-09-22,111,66.5,"summer"
1994-09-23,109,65,"summer"
1994-09-24,108,63.5,"summer"
1994-09-25,101,60.5,"summer"
1994-09-26,110,54.5,"summer"
1994-09-27,113,54,"summer"
1994-09-28,131,57,"summer"
1994-09-29,101,57.5,"summer"
1994-09-30,134,67.5,"summer"
1994-10-01,124,58,"autumn"
1994-10-02,118,57,"autumn"
1994-10-03,107,57.5,"autumn"
1994-10-04,136,53.5,"autumn"
1994-10-05,127,51,"autumn"
1994-10-06,134,62,"autumn"
1994-10-07,118,68,"autumn"
1994-10-08,118,56,"autumn"
1994-10-09,96,47.5,"autumn"
1994-10-10,120,46,"autumn"
1994-10-11,121,48.5,"autumn"
1994-10-12,113,51.5,"autumn"
1994-10-13,125,55.5,"autumn"
1994-10-14,137,58.5,"autumn"
1994-10-15,116,58,"autumn"
1994-10-16,92,66,"autumn"
1994-10-17,127,69.5,"autumn"
1994-10-18,116,65,"autumn"
1994-10-19,117,64.5,"autumn"
1994-10-20,122,57,"autumn"
1994-10-21,123,56.5,"autumn"
1994-10-22,109,58.5,"autumn"
1994-10-23,94,52,"autumn"
1994-10-24,100,47,"autumn"
1994-10-25,118,43,"autumn"
1994-10-26,102,42,"autumn"
1994-10-27,117,46,"autumn"
1994-10-28,115,54,"autumn"
1994-10-29,113,57,"autumn"
1994-10-30,138,48.5,"autumn"
1994-10-31,118,45.5,"autumn"
1994-11-01,124,44.5,"autumn"
1994-11-02,117,51,"autumn"
1994-11-03,107,60.5,"autumn"
1994-11-04,136,58.5,"autumn"
1994-11-05,142,54,"autumn"
1994-11-06,120,48,"autumn"
1994-11-07,93,46.5,"autumn"
1994-11-08,102,55,"autumn"
1994-11-09,99,47,"autumn"
1994-11-10,110,43,"autumn"
1994-11-11,117,46,"autumn"
1994-11-12,128,46.5,"autumn"
1994-11-13,117,58,"autumn"
1994-11-14,108,50.5,"autumn"
1994-11-15,108,41.5,"autumn"
1994-11-16,114,43.5,"autumn"
1994-11-17,128,44,"autumn"
1994-11-18,124,44.5,"autumn"
1994-11-19,125,38,"autumn"
1994-11-20,120,52,"autumn"
1994-11-21,119,43,"autumn"
1994-11-22,125,31,"autumn"
1994-11-23,135,36,"autumn"
1994-11-24,113,39,"autumn"
1994-11-25,124,39,"autumn"
1994-11-26,107,35,"autumn"
1994-11-27,116,47.5,"autumn"
1994-11-28,107,36,"autumn"
1994-11-29,124,29.5,"autumn"
1994-11-30,102,29,"autumn"
1994-12-01,132,42,"autumn"
1994-12-02,125,46,"autumn"
1994-12-03,109,48,"autumn"
1994-12-04,114,48.5,"autumn"
1994-12-05,122,43.5,"autumn"
1994-12-06,104,35,"autumn"
1994-12-07,123,31,"autumn"
1994-12-08,127,30,"autumn"
1994-12-09,124,30.5,"autumn"
1994-12-10,120,27,"autumn"
1994-12-11,119,19,"autumn"
1994-12-12,131,21.5,"autumn"
1994-12-13,141,23.5,"autumn"
1994-12-14,126,27.5,"autumn"
1994-12-15,109,32.5,"autumn"
1994-12-16,130,36.5,"autumn"
1994-12-17,127,37,"autumn"
1994-12-18,120,29.5,"autumn"
1994-12-19,112,28,"autumn"
1994-12-20,137,38,"autumn"
1994-12-21,129,40.5,"autumn"
1994-12-22,121,39.5,"autumn"
1994-12-23,142,38.5,"autumn"
1994-12-24,133,33.5,"autumn"
1994-12-25,124,39.5,"autumn"
1994-12-26,150,36,"autumn"
1994-12-27,144,40.5,"autumn"
1994-12-28,122,38,"autumn"
1994-12-29,109,35,"autumn"
1994-12-30,128,32,"autumn"
1994-12-31,134,32,"autumn"
1995-01-01,135,19.5,"winter"
1995-01-02,133,14.5,"winter"
1995-01-03,144,11,"winter"
1995-01-04,138,3,"winter"
1995-01-05,148,9,"winter"
1995-01-06,126,22.5,"winter"
1995-01-07,176,19.5,"winter"
1995-01-08,148,12,"winter"
1995-01-09,129,17.5,"winter"
1995-01-10,156,23.5,"winter"
1995-01-11,152,33,"winter"
1995-01-12,134,42,"winter"
1995-01-13,146,35.5,"winter"
1995-01-14,141,37,"winter"
1995-01-15,116,33,"winter"
1995-01-16,131,34,"winter"
1995-01-17,121,36.5,"winter"
1995-01-18,128,35.5,"winter"
1995-01-19,156,34.5,"winter"
1995-01-20,137,30,"winter"
1995-01-21,122,23.5,"winter"
1995-01-22,118,20,"winter"
1995-01-23,135,20,"winter"
1995-01-24,124,15,"winter"
1995-01-25,142,18,"winter"
1995-01-26,114,18,"winter"
1995-01-27,134,23.5,"winter"
1995-01-28,152,28.5,"winter"
1995-01-29,150,25,"winter"
1995-01-30,152,24,"winter"
1995-01-31,143,30.5,"winter"
1995-02-01,134,37,"winter"
1995-02-02,133,33.5,"winter"
1995-02-03,145,30.5,"winter"
1995-02-04,133,20,"winter"
1995-02-05,144,8.5,"winter"
1995-02-06,154,11,"winter"
1995-02-07,144,15,"winter"
1995-02-08,126,12,"winter"
1995-02-09,152,24,"winter"
1995-02-10,142,26.5,"winter"
1995-02-11,162,6.5,"winter"
1995-02-12,128,7.5,"winter"
1995-02-13,152,17,"winter"
1995-02-14,133,18.5,"winter"
1995-02-15,145,30.5,"winter"
1995-02-16,132,25,"winter"
1995-02-17,144,33,"winter"
1995-02-18,130,42.5,"winter"
1995-02-19,121,38,"winter"
1995-02-20,144,40.5,"winter"
1995-02-21,126,28,"winter"
1995-02-22,111,38,"winter"
1995-02-23,132,41,"winter"
1995-02-24,129,32,"winter"
1995-02-25,118,39,"winter"
1995-02-26,127,30.5,"winter"
1995-02-27,119,31.5,"winter"
1995-02-28,136,27.5,"winter"
1995-03-01,141,16.5,"winter"
1995-03-02,124,17.5,"winter"
1995-03-03,137,23,"winter"
1995-03-04,124,31.5,"winter"
1995-03-05,124,35,"winter"
1995-03-06,134,33,"winter"
1995-03-07,118,30.5,"winter"
1995-03-08,143,23.5,"winter"
1995-03-09,121,24.5,"winter"
1995-03-10,118,40.5,"winter"
1995-03-11,114,51,"winter"
1995-03-12,120,58.5,"winter"
1995-03-13,132,61.5,"winter"
1995-03-14,117,61,"winter"
1995-03-15,89,59,"winter"
1995-03-16,125,54,"winter"
1995-03-17,120,42.5,"winter"
1995-03-18,137,49,"winter"
1995-03-19,119,50,"winter"
1995-03-20,127,50.5,"winter"
1995-03-21,104,43.5,"winter"
1995-03-22,107,39,"winter"
1995-03-23,120,36,"winter"
1995-03-24,131,37,"winter"
1995-03-25,119,42,"winter"
1995-03-26,114,43.5,"winter"
1995-03-27,135,41.5,"winter"
1995-03-28,123,41,"winter"
1995-03-29,134,40,"winter"
1995-03-30,118,40.5,"winter"
1995-03-31,106,36.5,"winter"
1995-04-01,111,37,"spring"
1995-04-02,113,44,"spring"
1995-04-03,122,55,"spring"
1995-04-04,109,33,"spring"
1995-04-05,100,34.5,"spring"
1995-04-06,113,52,"spring"
1995-04-07,107,42.5,"spring"
1995-04-08,124,43,"spring"
1995-04-09,106,37.5,"spring"
1995-04-10,122,36.5,"spring"
1995-04-11,129,49.5,"spring"
1995-04-12,113,39.5,"spring"
1995-04-13,119,49,"spring"
1995-04-14,109,42.5,"spring"
1995-04-15,110,46.5,"spring"
1995-04-16,108,51.5,"spring"
1995-04-17,112,50.5,"spring"
1995-04-18,120,61,"spring"
1995-04-19,136,47.5,"spring"
1995-04-20,114,44,"spring"
1995-04-21,103,46.5,"spring"
1995-04-22,129,51,"spring"
1995-04-23,118,45,"spring"
1995-04-24,121,47.5,"spring"
1995-04-25,118,47,"spring"
1995-04-26,105,50,"spring"
1995-04-27,126,47.5,"spring"
1995-04-28,108,53,"spring"
1995-04-29,109,49.5,"spring"
1995-04-30,113,44.5,"spring"
1995-05-01,122,45.5,"spring"
1995-05-02,101,50.5,"spring"
1995-05-03,99,49.5,"spring"
1995-05-04,109,52.5,"spring"
1995-05-05,136,55,"spring"
1995-05-06,91,56,"spring"
1995-05-07,116,62.5,"spring"
1995-05-08,107,57.5,"spring"
1995-05-09,118,61.5,"spring"
1995-05-10,114,51,"spring"
1995-05-11,105,59.5,"spring"
1995-05-12,129,60,"spring"
1995-05-13,115,62,"spring"
1995-05-14,114,62.5,"spring"
1995-05-15,125,61.5,"spring"
1995-05-16,119,68.5,"spring"
1995-05-17,106,58.5,"spring"
1995-05-18,110,52.5,"spring"
1995-05-19,117,60.5,"spring"
1995-05-20,115,66,"spring"
1995-05-21,94,60.5,"spring"
1995-05-22,115,62,"spring"
1995-05-23,95,59.5,"spring"
1995-05-24,109,51.5,"spring"
1995-05-25,111,55,"spring"
1995-05-26,118,55,"spring"
1995-05-27,136,60.5,"spring"
1995-05-28,99,65.5,"spring"
1995-05-29,99,61,"spring"
1995-05-30,129,67.5,"spring"
1995-05-31,108,69.5,"spring"
1995-06-01,109,71.5,"spring"
1995-06-02,127,67.5,"spring"
1995-06-03,95,67,"spring"
1995-06-04,117,67,"spring"
1995-06-05,128,67.5,"spring"
1995-06-06,118,74,"spring"
1995-06-07,131,71.5,"spring"
1995-06-08,98,53.5,"spring"
1995-06-09,104,59,"spring"
1995-06-10,103,67.5,"spring"
1995-06-11,114,59,"spring"
1995-06-12,106,61,"spring"
1995-06-13,117,67.5,"spring"
1995-06-14,123,74,"spring"
1995-06-15,102,72,"spring"
1995-06-16,136,76.5,"spring"
1995-06-17,93,77.5,"spring"
1995-06-18,130,82,"spring"
1995-06-19,120,82.5,"spring"
1995-06-20,116,85,"spring"
1995-06-21,121,78,"spring"
1995-06-22,118,80,"spring"
1995-06-23,113,79.5,"spring"
1995-06-24,113,77.5,"spring"
1995-06-25,114,75.5,"spring"
1995-06-26,103,75.5,"spring"
1995-06-27,107,72.5,"spring"
1995-06-28,118,74,"spring"
1995-06-29,114,77,"spring"
1995-06-30,111,71.5,"spring"
1995-07-01,109,65.5,"summer"
1995-07-02,103,63.5,"summer"
1995-07-03,112,71,"summer"
1995-07-04,102,75.5,"summer"
1995-07-05,119,75,"summer"
1995-07-06,102,72,"summer"
1995-07-07,107,70.5,"summer"
1995-07-08,112,70.5,"summer"
1995-07-09,97,73,"summer"
1995-07-10,122,73.5,"summer"
1995-07-11,119,79,"summer"
1995-07-12,116,84.5,"summer"
1995-07-13,121,92,"summer"
1995-07-14,226,91.5,"summer"
1995-07-15,411,86,"summer"
1995-07-16,287,83,"summer"
1995-07-17,228,78.5,"summer"
1995-07-18,159,74,"summer"
1995-07-19,142,75.5,"summer"
1995-07-20,123,73.5,"summer"
1995-07-21,102,74,"summer"
1995-07-22,94,76,"summer"
1995-07-23,109,76,"summer"
1995-07-24,107,79,"summer"
1995-07-25,112,81.5,"summer"
1995-07-26,103,77,"summer"
1995-07-27,120,80.5,"summer"
1995-07-28,97,80.5,"summer"
1995-07-29,115,82.5,"summer"
1995-07-30,100,83.5,"summer"
1995-07-31,124,84.5,"summer"
1995-08-01,97,75,"summer"
1995-08-02,85,74,"summer"
1995-08-03,102,75,"summer"
1995-08-04,95,77,"summer"
1995-08-05,100,76.5,"summer"
1995-08-06,90,78,"summer"
1995-08-07,104,79.5,"summer"
1995-08-08,125,79.5,"summer"
1995-08-09,113,75,"summer"
1995-08-10,107,80,"summer"
1995-08-11,109,82,"summer"
1995-08-12,112,86.5,"summer"
1995-08-13,125,87,"summer"
1995-08-14,122,87,"summer"
1995-08-15,140,78,"summer"
1995-08-16,104,84,"summer"
1995-08-17,112,81.5,"summer"
1995-08-18,113,81,"summer"
1995-08-19,99,81,"summer"
1995-08-20,93,74,"summer"
1995-08-21,81,75.5,"summer"
1995-08-22,104,74,"summer"
1995-08-23,134,74,"summer"
1995-08-24,98,76,"summer"
1995-08-25,106,81,"summer"
1995-08-26,110,80,"summer"
1995-08-27,126,77.5,"summer"
1995-08-28,102,76,"summer"
1995-08-29,102,80,"summer"
1995-08-30,106,83,"summer"
1995-08-31,111,79,"summer"
1995-09-01,104,69.5,"summer"
1995-09-02,125,68.5,"summer"
1995-09-03,104,72,"summer"
1995-09-04,94,75,"summer"
1995-09-05,111,76.5,"summer"
1995-09-06,110,74.5,"summer"
1995-09-07,117,62,"summer"
1995-09-08,103,61,"summer"
1995-09-09,106,58.5,"summer"
1995-09-10,104,54.5,"summer"
1995-09-11,108,59,"summer"
1995-09-12,102,65.5,"summer"
1995-09-13,122,73,"summer"
1995-09-14,125,66.5,"summer"
1995-09-15,94,65.5,"summer"
1995-09-16,104,73.5,"summer"
1995-09-17,107,56.5,"summer"
1995-09-18,90,56,"summer"
1995-09-19,118,61.5,"summer"
1995-09-20,112,55,"summer"
1995-09-21,103,45.5,"summer"
1995-09-22,102,44,"summer"
1995-09-23,95,44,"summer"
1995-09-24,128,49.5,"summer"
1995-09-25,114,56,"summer"
1995-09-26,116,60,"summer"
1995-09-27,126,67,"summer"
1995-09-28,104,67,"summer"
1995-09-29,109,68,"summer"
1995-09-30,130,75,"summer"
1995-10-01,112,66.5,"autumn"
1995-10-02,108,64,"autumn"
1995-10-03,111,62,"autumn"
1995-10-04,106,58,"autumn"
1995-10-05,95,58,"autumn"
1995-10-06,105,57.5,"autumn"
1995-10-07,122,49.5,"autumn"
1995-10-08,98,52.5,"autumn"
1995-10-09,96,61.5,"autumn"
1995-10-10,101,57,"autumn"
1995-10-11,99,62.5,"autumn"
1995-10-12,118,68.5,"autumn"
1995-10-13,131,70,"autumn"
1995-10-14,115,48,"autumn"
1995-10-15,98,46.5,"autumn"
1995-10-16,116,48,"autumn"
1995-10-17,120,59.5,"autumn"
1995-10-18,113,58,"autumn"
1995-10-19,112,64,"autumn"
1995-10-20,105,44.5,"autumn"
1995-10-21,110,38.5,"autumn"
1995-10-22,102,48,"autumn"
1995-10-23,110,60,"autumn"
1995-10-24,112,42.5,"autumn"
1995-10-25,93,46.5,"autumn"
1995-10-26,118,51.5,"autumn"
1995-10-27,118,53,"autumn"
1995-10-28,94,45.5,"autumn"
1995-10-29,92,44,"autumn"
1995-10-30,80,43,"autumn"
1995-10-31,105,44.5,"autumn"
1995-11-01,135,55.5,"autumn"
1995-11-02,103,44.5,"autumn"
1995-11-03,100,30,"autumn"
1995-11-04,134,27.5,"autumn"
1995-11-05,120,28.5,"autumn"
1995-11-06,133,40.5,"autumn"
1995-11-07,130,38,"autumn"
1995-11-08,126,26,"autumn"
1995-11-09,114,32.5,"autumn"
1995-11-10,102,46.5,"autumn"
1995-11-11,126,26.5,"autumn"
1995-11-12,128,22.5,"autumn"
1995-11-13,95,26,"autumn"
1995-11-14,111,27,"autumn"
